"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Holt County, MO"	"29087"	260	17271	1505.4
	"Howard County, MO"	"29089"	465	40140	1158.4
	"Howell County, MO"	"29091"	2320	160717	1443.5
	"Iron County, MO"	"29093"	662	40498	1634.6
	"Jackson County, MO"	"29095"	27631	2815168	981.5
	"Jasper County, MO"	"29097"	5453	485260	1123.7
	"Jefferson County, MO"	"29099"	9124	902514	1011.0
	"Johnson County, MO"	"29101"	1849	216152	855.4
	"Knox County, MO"	"29103"	208	15786	1317.6
	"Laclede County, MO"	"29105"	1950	143226	1361.5
	"Lafayette County, MO"	"29107"	1690	131318	1287.0
	"Lawrence County, MO"	"29109"	2108	153064	1377.2
	"Lewis County, MO"	"29111"	503	39251	1281.5
	"Lincoln County, MO"	"29113"	2147	236937	906.1
	"Linn County, MO"	"29115"	704	47617	1478.5
	"Livingston County, MO"	"29117"	752	59199	1270.3
	"McDonald County, MO"	"29119"	1089	91715	1187.4
	"Macon County, MO"	"29121"	907	60460	1500.2
	"Madison County, MO"	"29123"	738	48502	1521.6
	"Maries County, MO"	"29125"	487	35056	1389.2
	"Marion County, MO"	"29127"	1454	113968	1275.8
	"Mercer County, MO"	"29129"	210	14374	1461.0
	"Miller County, MO"	"29131"	1281	102537	1249.3
	"Mississippi County, MO"	"29133"	801	51898	1543.4
	"Moniteau County, MO"	"29135"	691	63423	1089.5
	"Monroe County, MO"	"29137"	456	34652	1315.9
	"Montgomery County, MO"	"29139"	716	45673	1567.7
	"Morgan County, MO"	"29141"	1245	82417	1510.6
	"New Madrid County, MO"	"29143"	1144	67758	1688.4
	"Newton County, MO"	"29145"	2863	233404	1226.6
	"Nodaway County, MO"	"29147"	752	87882	855.7
	"Oregon County, MO"	"29149"	629	41892	1501.5
	"Osage County, MO"	"29151"	584	54399	1073.5
	"Ozark County, MO"	"29153"	599	36357	1647.6
	"Pemiscot County, MO"	"29155"	1053	63277	1664.1
	"Perry County, MO"	"29157"	885	76674	1154.2
	"Pettis County, MO"	"29159"	2011	169861	1183.9
	"Phelps County, MO"	"29161"	2076	178133	1165.4
	"Pike County, MO"	"29163"	838	71910	1165.3
	"Platte County, MO"	"29165"	3189	420467	758.4
	"Polk County, MO"	"29167"	1577	129330	1219.4
	"Pulaski County, MO"	"29169"	1519	210039	723.2
	"Putnam County, MO"	"29171"	307	18829	1630.5
	"Ralls County, MO"	"29173"	464	41119	1128.4
	"Randolph County, MO"	"29175"	1257	98329	1278.4
	"Ray County, MO"	"29177"	1183	91731	1289.6
	"Reynolds County, MO"	"29179"	401	24920	1609.1
	"Ripley County, MO"	"29181"	826	53289	1550.0
	"St. Charles County, MO"	"29183"	13471	1613612	834.8
	"St. Clair County, MO"	"29185"	565	38170	1480.2
	"Ste. Genevieve County, MO"	"29186"	839	71630	1171.3
	"St. Francois County, MO"	"29187"	3527	266877	1321.6
	"St. Louis County, MO"	"29189"	44467	3979190	1117.5
	"Saline County, MO"	"29195"	1134	91372	1241.1
	"Schuyler County, MO"	"29197"	231	18327	1260.4
	"Scotland County, MO"	"29199"	217	19610	1106.6
	"Scott County, MO"	"29201"	2045	153314	1333.9
	"Shannon County, MO"	"29203"	468	32761	1428.5
	"Shelby County, MO"	"29205"	321	23818	1347.7
	"Stoddard County, MO"	"29207"	1670	116233	1436.8
	"Stone County, MO"	"29209"	1785	128631	1387.7
	"Sullivan County, MO"	"29211"	316	24376	1296.4
	"Taney County, MO"	"29213"	2656	223988	1185.8
	"Texas County, MO"	"29215"	1473	101193	1455.6
	"Vernon County, MO"	"29217"	1080	81867	1319.2
	"Warren County, MO"	"29219"	1425	143548	992.7
	"Washington County, MO"	"29221"	1310	98881	1324.8
	"Wayne County, MO"	"29223"	821	51533	1593.2
	"Webster County, MO"	"29225"	1679	158419	1059.8
	"Worth County, MO"	"29227"	113	7959	1419.8
	"Wright County, MO"	"29229"	1024	73317	1396.7
	"St. Louis city, MO"	"29510"	12825	1198704	1069.9
	"Beaverhead County, MT"	"30001"	402	37823	1062.8
	"Big Horn County, MT"	"30003"	665	52783	1259.9
	"Blaine County, MT"	"30005"	315	26624	1183.1
	"Broadwater County, MT"	"30007"	256	25210	1015.5
	"Carbon County, MT"	"30009"	446	43281	1030.5
	"Carter County, MT"	"30011"	64	4960	1290.3
	"Cascade County, MT"	"30013"	3854	325701	1183.3
	"Chouteau County, MT"	"30015"	251	22778	1101.9
	"Custer County, MT"	"30017"	570	45572	1250.8
	"Daniels County, MT"	"30019"	89	6713	1325.8
	"Dawson County, MT"	"30021"	433	34403	1258.6
	"Deer Lodge County, MT"	"30023"	507	36679	1382.3
	"Fallon County, MT"	"30025"	128	11418	1121.0
	"Fergus County, MT"	"30027"	631	44371	1422.1
	"Flathead County, MT"	"30029"	4221	417614	1010.7
	"Gallatin County, MT"	"30031"	2416	459922	525.3
	"Garfield County, MT"	"30033"	56	5062	1106.3
	"Glacier County, MT"	"30035"	599	54688	1095.3
	"Golden Valley County, MT"	"30037"	47	3301	1423.8
	"Granite County, MT"	"30039"	126	13391	940.9
	"Hill County, MT"	"30041"	685	65547	1045.1
	"Jefferson County, MT"	"30043"	529	49038	1078.8
	"Judith Basin County, MT"	"30045"	88	7947	1107.3
	"Lake County, MT"	"30047"	1389	122680	1132.2
	"Lewis and Clark County, MT"	"30049"	2762	278590	991.4
	"Liberty County, MT"	"30051"	62	9505	652.3
	"Lincoln County, MT"	"30053"	1107	80460	1375.8
	"McCone County, MT"	"30055"	71	6635	1070.1
	"Madison County, MT"	"30057"	384	35286	1088.3
	"Meagher County, MT"	"30059"	87	7390	1177.3
	"Mineral County, MT"	"30061"	247	17801	1387.6
	"Missoula County, MT"	"30063"	3837	481651	796.6
	"Musselshell County, MT"	"30065"	281	18622	1509.0
	"Park County, MT"	"30067"	712	66862	1064.9
	"Petroleum County, MT"	"30069"	18	2000	Unreliable
	"Phillips County, MT"	"30071"	260	15866	1638.7
	"Pondera County, MT"	"30073"	304	23447	1296.5
	"Powder River County, MT"	"30075"	79	6760	1168.6
	"Powell County, MT"	"30077"	338	27492	1229.4
	"Prairie County, MT"	"30079"	72	4298	1675.2
	"Ravalli County, MT"	"30081"	2186	176982	1235.2
	"Richland County, MT"	"30083"	404	43802	922.3
	"Roosevelt County, MT"	"30085"	625	43991	1420.7
	"Rosebud County, MT"	"30087"	447	35672	1253.1
	"Sanders County, MT"	"30089"	733	48271	1518.5
	"Sheridan County, MT"	"30091"	185	13255	1395.7
	"Silver Bow County, MT"	"30093"	1833	140268	1306.8
	"Stillwater County, MT"	"30095"	391	38952	1003.8
	"Sweet Grass County, MT"	"30097"	157	14815	1059.7
	"Teton County, MT"	"30099"	300	24807	1209.3
	"Toole County, MT"	"30101"	239	18961	1260.5
	"Treasure County, MT"	"30103"	35	2765	1265.8
	"Valley County, MT"	"30105"	394	29551	1333.3
	"Wheatland County, MT"	"30107"	124	8676	1429.2
	"Wibaux County, MT"	"30109"	76	3881	1958.3
	"Yellowstone County, MT"	"30111"	6969	647417	1076.4
	"Adams County, NE"	"31001"	1373	125516	1093.9
	"Antelope County, NE"	"31003"	288	25162	1144.6
	"Arthur County, NE"	"31005"	17	1860	Unreliable
	"Banner County, NE"	"31007"	18	3047	Unreliable
	"Blaine County, NE"	"31009"	25	1855	1347.7
	"Boone County, NE"	"31011"	284	20623	1377.1
	"Box Butte County, NE"	"31013"	498	42947	1159.6
	"Boyd County, NE"	"31015"	143	7594	1883.1
	"Brown County, NE"	"31017"	174	11890	1463.4
	"Buffalo County, NE"	"31019"	1617	199502	810.5
	"Burt County, NE"	"31021"	376	25901	1451.7
	"Butler County, NE"	"31023"	433	31994	1353.4
	"Cass County, NE"	"31025"	1002	104871	955.5
	"Cedar County, NE"	"31027"	389	33676	1155.1
	"Chase County, NE"	"31029"	226	15581	1450.5
	"Cherry County, NE"	"31031"	283	23012	1229.8
	"Cheyenne County, NE"	"31033"	451	36442	1237.6
	"Clay County, NE"	"31035"	316	24849	1271.7
	"Colfax County, NE"	"31037"	305	42764	713.2
	"Cuming County, NE"	"31039"	442	35382	1249.2
	"Custer County, NE"	"31041"	511	42869	1192.0
	"Dakota County, NE"	"31043"	695	80249	866.1
	"Dawes County, NE"	"31045"	386	34027	1134.4
	"Dawson County, NE"	"31047"	924	94324	979.6
	"Deuel County, NE"	"31049"	94	7205	1304.6
	"Dixon County, NE"	"31051"	248	22537	1100.4
	"Dodge County, NE"	"31053"	1900	145800	1303.2
	"Douglas County, NE"	"31055"	17712	2286871	774.5
	"Dundy County, NE"	"31057"	102	6805	1498.9
	"Fillmore County, NE"	"31059"	304	22027	1380.1
	"Franklin County, NE"	"31061"	187	11882	1573.8
	"Frontier County, NE"	"31063"	100	10409	960.7
	"Furnas County, NE"	"31065"	267	18697	1428.0
	"Gage County, NE"	"31067"	1160	85868	1350.9
	"Garden County, NE"	"31069"	137	7428	1844.4
	"Garfield County, NE"	"31071"	146	7868	1855.6
	"Gosper County, NE"	"31073"	108	7958	1357.1
	"Grant County, NE"	"31075"	35	2543	1376.3
	"Greeley County, NE"	"31077"	114	9350	1219.3
	"Hall County, NE"	"31079"	2339	245016	954.6
	"Hamilton County, NE"	"31081"	404	37078	1089.6
	"Harlan County, NE"	"31083"	183	13403	1365.4
	"Hayes County, NE"	"31085"	33	3670	899.2
	"Hitchcock County, NE"	"31087"	177	11114	1592.6
	"Holt County, NE"	"31089"	504	40157	1255.1
	"Hooker County, NE"	"31091"	49	2658	1843.5
	"Howard County, NE"	"31093"	323	25889	1247.6
	"Jefferson County, NE"	"31095"	463	28341	1633.7
	"Johnson County, NE"	"31097"	262	20319	1289.4
	"Kearney County, NE"	"31099"	266	26343	1009.8
	"Keith County, NE"	"31101"	408	32021	1274.2
	"Keya Paha County, NE"	"31103"	31	3134	989.2
	"Kimball County, NE"	"31105"	232	14240	1629.2
	"Knox County, NE"	"31107"	451	33359	1352.0
	"Lancaster County, NE"	"31109"	9648	1277662	755.1
	"Lincoln County, NE"	"31111"	1708	138793	1230.6
	"Logan County, NE"	"31113"	28	2991	936.1
	"Loup County, NE"	"31115"	28	2582	1084.4
	"McPherson County, NE"	"31117"	17	1934	Unreliable
	"Madison County, NE"	"31119"	1467	140117	1047.0
	"Merrick County, NE"	"31121"	369	31106	1186.3
	"Morrill County, NE"	"31123"	259	18578	1394.1
	"Nance County, NE"	"31125"	215	14115	1523.2
	"Nemaha County, NE"	"31127"	358	28018	1277.8
	"Nuckolls County, NE"	"31129"	272	16611	1637.5
	"Otoe County, NE"	"31131"	700	63927	1095.0
	"Pawnee County, NE"	"31133"	162	10447	1550.7
	"Perkins County, NE"	"31135"	146	11554	1263.6
	"Phelps County, NE"	"31137"	460	36042	1276.3
	"Pierce County, NE"	"31139"	294	28658	1025.9
	"Platte County, NE"	"31141"	1291	133561	966.6
	"Polk County, NE"	"31143"	286	20893	1368.9
	"Red Willow County, NE"	"31145"	584	42704	1367.6
	"Richardson County, NE"	"31147"	523	31384	1666.5
	"Rock County, NE"	"31149"	82	5471	1498.8
	"Saline County, NE"	"31151"	509	56548	900.1
	"Sarpy County, NE"	"31153"	4694	749367	626.4
	"Saunders County, NE"	"31155"	943	86735	1087.2
	"Scotts Bluff County, NE"	"31157"	1839	142205	1293.2
	"Seward County, NE"	"31159"	687	68974	996.0
	"Sheridan County, NE"	"31161"	330	20736	1591.4
	"Sherman County, NE"	"31163"	172	12011	1432.0
	"Sioux County, NE"	"31165"	36	4753	757.4
	"Stanton County, NE"	"31167"	207	23650	875.3
	"Thayer County, NE"	"31169"	335	19816	1690.6
	"Thomas County, NE"	"31171"	18	2920	Unreliable
	"Thurston County, NE"	"31173"	382	28967	1318.7
	"Valley County, NE"	"31175"	229	16554	1383.4
	"Washington County, NE"	"31177"	761	83198	914.7
	"Wayne County, NE"	"31179"	299	37772	791.6
	"Webster County, NE"	"31181"	242	13858	1746.3
	"Wheeler County, NE"	"31183"	29	3168	915.4
	"York County, NE"	"31185"	631	54473	1158.4
	"Churchill County, NV"	"32001"	1334	100075	1333.0
	"Clark County, NV"	"32003"	77321	9130288	846.9
	"Douglas County, NV"	"32005"	2317	195548	1184.9
	"Elko County, NV"	"32007"	1545	211250	731.4
	"Esmeralda County, NV"	"32009"	39	3471	1123.6
	"Eureka County, NV"	"32011"	75	8162	918.9
	"Humboldt County, NV"	"32013"	611	67541	904.6
	"Lander County, NV"	"32015"	238	22135	1075.2
	"Lincoln County, NV"	"32017"	211	20702	1019.2
	"Lyon County, NV"	"32019"	2945	229956	1280.7
	"Mineral County, NV"	"32021"	331	18055	1833.3
	"Nye County, NV"	"32023"	3633	187977	1932.7
	"Pershing County, NV"	"32027"	270	26537	1017.4
	"Storey County, NV"	"32029"	177	16566	1068.5
	"Washoe County, NV"	"32031"	17171	1891418	907.8
	"White Pine County, NV"	"32033"	370	37987	974.0
	"Carson City, NV"	"32510"	3455	223398	1546.6
	"Belknap County, NH"	"33001"	3179	245427	1295.3
	"Carroll County, NH"	"33003"	2349	196023	1198.3
	"Cheshire County, NH"	"33005"	3159	305034	1035.6
	"Coos County, NH"	"33007"	1941	125500	1546.6
	"Grafton County, NH"	"33009"	3572	361054	989.3
	"Hillsborough County, NH"	"33011"	14789	1669742	885.7
	"Merrimack County, NH"	"33013"	5959	607767	980.5
	"Rockingham County, NH"	"33015"	10948	1241559	881.8
	"Strafford County, NH"	"33017"	4877	523789	931.1
	"Sullivan County, NH"	"33019"	1902	172824	1100.5
	"Atlantic County, NJ"	"34001"	12249	1054989	1161.1
	"Bergen County, NJ"	"34003"	31295	3729682	839.1
	"Burlington County, NJ"	"34005"	17449	1783925	978.1
	"Camden County, NJ"	"34007"	21302	2027167	1050.8
	"Cape May County, NJ"	"34009"	5498	367691	1495.3
	"Cumberland County, NJ"	"34011"	6933	594515	1166.2
	"Essex County, NJ"	"34013"	27254	3199744	851.8
	"Gloucester County, NJ"	"34015"	11945	1169534	1021.3
	"Hudson County, NJ"	"34017"	17690	2691784	657.2
	"Hunterdon County, NJ"	"34019"	3890	498679	780.1
	"Mercer County, NJ"	"34021"	13001	1471719	883.4
	"Middlesex County, NJ"	"34023"	26397	3300219	799.9
	"Monmouth County, NJ"	"34025"	24552	2476911	991.2
	"Morris County, NJ"	"34027"	16918	1968247	859.5
	"Ocean County, NJ"	"34029"	31312	2437311	1284.7
	"Passaic County, NJ"	"34031"	17048	2005900	849.9
	"Salem County, NJ"	"34033"	3329	249894	1332.2
	"Somerset County, NJ"	"34035"	10512	1318760	797.1
	"Sussex County, NJ"	"34037"	5537	561291	986.5
	"Union County, NJ"	"34039"	18077	2225196	812.4
	"Warren County, NJ"	"34041"	4461	422294	1056.4
	"Bernalillo County, NM"	"35001"	25810	2721154	948.5
	"Catron County, NM"	"35003"	207	14351	1442.4
	"Chaves County, NM"	"35005"	2968	258726	1147.2
	"Cibola County, NM"	"35006"	1253	106129	1180.6
	"Colfax County, NM"	"35007"	618	47905	1290.1
	"Curry County, NM"	"35009"	1789	195977	912.9
	"DeBaca County, NM"	"35011"	114	6875	1658.2
	"Dona Ana County, NM"	"35013"	7711	878241	878.0
	"Eddy County, NM"	"35015"	2599	233196	1114.5
	"Grant County, NM"	"35017"	1572	108358	1450.7
	"Guadalupe County, NM"	"35019"	222	17191	1291.4
	"Harding County, NM"	"35021"	46	2556	1799.7
	"Hidalgo County, NM"	"35023"	249	16650	1495.5
	"Lea County, NM"	"35025"	2570	284341	903.8
	"Lincoln County, NM"	"35027"	1021	79006	1292.3
	"Los Alamos County, NM"	"35028"	537	77394	693.9
	"Luna County, NM"	"35029"	1388	95482	1453.7
	"McKinley County, NM"	"35031"	3543	285305	1241.8
	"Mora County, NM"	"35033"	202	17983	1123.3
	"Otero County, NM"	"35035"	2842	270205	1051.8
	"Quay County, NM"	"35037"	543	32900	1650.5
	"Rio Arriba County, NM"	"35039"	1914	154969	1235.1
	"Roosevelt County, NM"	"35041"	708	73943	957.5
	"Sandoval County, NM"	"35043"	5280	589735	895.3
	"San Juan County, NM"	"35045"	5433	495625	1096.2
	"San Miguel County, NM"	"35047"	1237	109156	1133.2
	"Santa Fe County, NM"	"35049"	5460	604306	903.5
	"Sierra County, NM"	"35051"	1036	43493	2382.0
	"Socorro County, NM"	"35053"	756	66454	1137.6
	"Taos County, NM"	"35055"	1429	130744	1093.0
	"Torrance County, NM"	"35057"	704	62024	1135.0
	"Union County, NM"	"35059"	202	16229	1244.7
	"Valencia County, NM"	"35061"	3170	308292	1028.2
	"Albany County, NY"	"36001"	11752	1219931	963.3
	"Allegany County, NY"	"36003"	2099	183695	1142.7
	"Bronx County, NY"	"36005"	46734	5652623	826.8
	"Broome County, NY"	"36007"	9090	760987	1194.5
	"Cattaraugus County, NY"	"36009"	3793	304683	1244.9
	"Cayuga County, NY"	"36011"	3362	305779	1099.5
	"Chautauqua County, NY"	"36013"	6392	506906	1261.0
	"Chemung County, NY"	"36015"	4309	332954	1294.2
	"Chenango County, NY"	"36017"	2469	188203	1311.9
	"Clinton County, NY"	"36019"	3199	320736	997.4
	"Columbia County, NY"	"36021"	2777	238445	1164.6
	"Cortland County, NY"	"36023"	1953	189750	1029.2
	"Delaware County, NY"	"36025"	2372	176538	1343.6
	"Dutchess County, NY"	"36027"	11217	1174522	955.0
	"Erie County, NY"	"36029"	41127	3672903	1119.7
	"Essex County, NY"	"36031"	1828	147967	1235.4
	"Franklin County, NY"	"36033"	1942	200245	969.8
	"Fulton County, NY"	"36035"	2680	212598	1260.6
	"Genesee County, NY"	"36037"	2728	228779	1192.4
	"Greene County, NY"	"36039"	2227	189033	1178.1
	"Hamilton County, NY"	"36041"	272	17540	1550.7
	"Herkimer County, NY"	"36043"	2856	245042	1165.5
	"Jefferson County, NY"	"36045"	3898	437779	890.4
	"Kings County, NY"	"36047"	74695	10220601	730.8
	"Lewis County, NY"	"36049"	1067	105117	1015.1
	"Livingston County, NY"	"36051"	2438	250937	971.6
	"Madison County, NY"	"36053"	2619	282692	926.4
	"Monroe County, NY"	"36055"	29275	2966044	987.0
	"Montgomery County, NY"	"36057"	2527	197016	1282.6
	"Nassau County, NY"	"36059"	47805	5417935	882.3
	"New York County, NY"	"36061"	45093	6481385	695.7
	"Niagara County, NY"	"36063"	10444	836506	1248.5
	"Oneida County, NY"	"36065"	11083	912940	1214.0
	"Onondaga County, NY"	"36067"	18813	1840765	1022.0
	"Ontario County, NY"	"36069"	4454	439823	1012.7
	"Orange County, NY"	"36071"	12126	1537359	788.8
	"Orleans County, NY"	"36073"	1793	160920	1114.2
	"Oswego County, NY"	"36075"	4690	467714	1002.7
	"Otsego County, NY"	"36077"	2656	236644	1122.4
	"Putnam County, NY"	"36079"	2974	394276	754.3
	"Queens County, NY"	"36081"	68659	8984406	764.2
	"Rensselaer County, NY"	"36083"	6334	634372	998.5
	"Richmond County, NY"	"36085"	16791	1902976	882.4
	"Rockland County, NY"	"36087"	10182	1303934	780.9
	"St. Lawrence County, NY"	"36089"	4428	430157	1029.4
	"Saratoga County, NY"	"36091"	8176	920622	888.1
	"Schenectady County, NY"	"36093"	6613	621365	1064.3
	"Schoharie County, NY"	"36095"	1288	124360	1035.7
	"Schuyler County, NY"	"36097"	867	71089	1219.6
	"Seneca County, NY"	"36099"	1507	136298	1105.7
	"Steuben County, NY"	"36101"	4513	380489	1186.1
	"Suffolk County, NY"	"36103"	54867	5906240	929.0
	"Sullivan County, NY"	"36105"	3189	302534	1054.1
	"Tioga County, NY"	"36107"	2076	192571	1078.0
	"Tompkins County, NY"	"36109"	2837	407089	696.9
	"Ulster County, NY"	"36111"	7435	711604	1044.8
	"Warren County, NY"	"36113"	3140	255721	1227.9
	"Washington County, NY"	"36115"	2872	243613	1178.9
	"Wayne County, NY"	"36117"	3804	358660	1060.6
	"Westchester County, NY"	"36119"	31756	3866722	821.3
	"Wyoming County, NY"	"36121"	1627	158874	1024.1
	"Yates County, NY"	"36123"	1163	99314	1171.0
	"Alamance County, NC"	"37001"	7235	678637	1066.1
	"Alexander County, NC"	"37003"	1822	149732	1216.8
	"Alleghany County, NC"	"37005"	592	44686	1324.8
	"Anson County, NC"	"37007"	1271	97517	1303.4
	"Ashe County, NC"	"37009"	1453	108644	1337.4
	"Avery County, NC"	"37011"	898	70204	1279.1
	"Beaufort County, NC"	"37013"	2381	188219	1265.0
	"Bertie County, NC"	"37015"	1051	75397	1394.0
	"Bladen County, NC"	"37017"	1781	131734	1352.0
	"Brunswick County, NC"	"37019"	6578	577642	1138.8
	"Buncombe County, NC"	"37021"	10928	1047248	1043.5
	"Burke County, NC"	"37023"	4188	361703	1157.9
	"Cabarrus County, NC"	"37025"	6604	870753	758.4
	"Caldwell County, NC"	"37027"	4030	328407	1227.1
	"Camden County, NC"	"37029"	392	43545	900.2
	"Carteret County, NC"	"37031"	3543	278113	1273.9
	"Caswell County, NC"	"37033"	1223	90188	1356.1
	"Catawba County, NC"	"37035"	7082	638817	1108.6
	"Chatham County, NC"	"37037"	3057	299105	1022.0
	"Cherokee County, NC"	"37039"	1723	115141	1496.4
	"Chowan County, NC"	"37041"	826	55602	1485.6
	"Clay County, NC"	"37043"	624	45380	1375.1
	"Cleveland County, NC"	"37045"	5123	393662	1301.4
	"Columbus County, NC"	"37047"	3046	220671	1380.3
	"Craven County, NC"	"37049"	4667	407517	1145.2
	"Cumberland County, NC"	"37051"	11355	1340567	847.0
	"Currituck County, NC"	"37053"	1026	112939	908.5
	"Dare County, NC"	"37055"	1483	148604	998.0
	"Davidson County, NC"	"37057"	7966	672691	1184.2
	"Davie County, NC"	"37059"	1946	172151	1130.4
	"Duplin County, NC"	"37061"	2378	235185	1011.1
	"Durham County, NC"	"37063"	8520	1292839	659.0
	"Edgecombe County, NC"	"37065"	2858	205135	1393.2
	"Forsyth County, NC"	"37067"	14460	1529080	945.7
	"Franklin County, NC"	"37069"	2629	280963	935.7
	"Gaston County, NC"	"37071"	10131	900511	1125.0
	"Gates County, NC"	"37073"	556	46063	1207.0
	"Graham County, NC"	"37075"	462	33873	1363.9
	"Granville County, NC"	"37077"	2388	241530	988.7
	"Greene County, NC"	"37079"	862	83937	1027.0
	"Guilford County, NC"	"37081"	19750	2151886	917.8
	"Halifax County, NC"	"37083"	2890	199542	1448.3
	"Harnett County, NC"	"37085"	4495	544306	825.8
	"Haywood County, NC"	"37087"	3401	250232	1359.1
	"Henderson County, NC"	"37089"	5794	471055	1230.0
	"Hertford County, NC"	"37091"	1178	93552	1259.2
	"Hoke County, NC"	"37093"	1597	221658	720.5
	"Hyde County, NC"	"37095"	223	19853	1123.3
	"Iredell County, NC"	"37097"	6566	731781	897.3
	"Jackson County, NC"	"37099"	1584	175331	903.4
	"Johnston County, NC"	"37101"	6681	844506	791.1
	"Jones County, NC"	"37103"	527	37556	1403.2
	"Lee County, NC"	"37105"	2511	247937	1012.8
	"Lenoir County, NC"	"37107"	3042	223365	1361.9
	"Lincoln County, NC"	"37109"	3468	346075	1002.1
	"McDowell County, NC"	"37111"	2232	182827	1220.8
	"Macon County, NC"	"37113"	2006	143131	1401.5
	"Madison County, NC"	"37115"	1081	86998	1242.6
	"Martin County, NC"	"37117"	1316	89467	1470.9
	"Mecklenburg County, NC"	"37119"	27141	4462147	608.2
	"Mitchell County, NC"	"37121"	923	59726	1545.4
	"Montgomery County, NC"	"37123"	1340	108920	1230.3
	"Moore County, NC"	"37125"	4694	406266	1155.4
	"Nash County, NC"	"37127"	4449	378032	1176.9
	"New Hanover County, NC"	"37129"	8465	939973	900.6
	"Northampton County, NC"	"37131"	1138	77335	1471.5
	"Onslow County, NC"	"37133"	5351	803507	666.0
	"Orange County, NC"	"37135"	3353	592657	565.8
	"Pamlico County, NC"	"37137"	712	50826	1400.9
	"Pasquotank County, NC"	"37139"	1890	160207	1179.7
	"Pender County, NC"	"37141"	2593	254564	1018.6
	"Perquimans County, NC"	"37143"	725	54219	1337.2
	"Person County, NC"	"37145"	1976	158847	1244.0
	"Pitt County, NC"	"37147"	5695	726504	783.9
	"Polk County, NC"	"37149"	1237	83395	1483.3
	"Randolph County, NC"	"37151"	6846	576132	1188.3
	"Richmond County, NC"	"37153"	2351	178380	1318.0
	"Robeson County, NC"	"37155"	6310	522454	1207.8
	"Rockingham County, NC"	"37157"	5140	364270	1411.0
	"Rowan County, NC"	"37159"	6934	568340	1220.0
	"Rutherford County, NC"	"37161"	3644	268007	1359.7
	"Sampson County, NC"	"37163"	2813	253921	1107.8
	"Scotland County, NC"	"37165"	1784	138907	1284.3
	"Stanly County, NC"	"37167"	2956	251359	1176.0
	"Stokes County, NC"	"37169"	2344	182544	1284.1
	"Surry County, NC"	"37171"	3927	287097	1367.8
	"Swain County, NC"	"37173"	887	56874	1559.6
	"Transylvania County, NC"	"37175"	1743	137596	1266.8
	"Tyrrell County, NC"	"37177"	175	15695	1115.0
	"Union County, NC"	"37179"	6332	964891	656.2
	"Vance County, NC"	"37181"	2194	178553	1228.8
	"Wake County, NC"	"37183"	24161	4468608	540.7
	"Warren County, NC"	"37185"	1038	78582	1320.9
	"Washington County, NC"	"37187"	675	46409	1454.5
	"Watauga County, NC"	"37189"	1519	225004	675.1
	"Wayne County, NC"	"37191"	5462	494313	1105.0
	"Wilkes County, NC"	"37193"	3523	273055	1290.2
	"Wilson County, NC"	"37195"	3948	327214	1206.5
	"Yadkin County, NC"	"37197"	1788	150460	1188.4
	"Yancey County, NC"	"37199"	984	72170	1363.4
	"Adams County, ND"	"38001"	135	8886	1519.2
	"Barnes County, ND"	"38003"	598	41761	1432.0
	"Benson County, ND"	"38005"	314	27318	1149.4
	"Billings County, ND"	"38007"	28	3627	772.0
	"Bottineau County, ND"	"38009"	304	25267	1203.2
	"Bowman County, ND"	"38011"	157	12072	1300.5
	"Burke County, ND"	"38013"	72	8451	852.0
	"Burleigh County, ND"	"38015"	3341	383323	871.6
	"Cass County, ND"	"38017"	4990	731247	682.4
	"Cavalier County, ND"	"38019"	203	15017	1351.8
	"Dickey County, ND"	"38021"	277	19185	1443.8
	"Divide County, ND"	"38023"	111	9101	1219.6
	"Dunn County, ND"	"38025"	139	17686	785.9
	"Eddy County, ND"	"38027"	173	8958	1931.2
	"Emmons County, ND"	"38029"	194	12910	1502.7
	"Foster County, ND"	"38031"	180	12756	1411.1
	"Golden Valley County, ND"	"38033"	59	7004	842.4
	"Grand Forks County, ND"	"38035"	2151	279183	770.5
	"Grant County, ND"	"38037"	148	9078	1630.3
	"Griggs County, ND"	"38039"	141	8877	1588.4
	"Hettinger County, ND"	"38041"	134	9889	1355.0
	"Kidder County, ND"	"38043"	106	9846	1076.6
	"LaMoure County, ND"	"38045"	173	16174	1069.6
	"Logan County, ND"	"38047"	101	7513	1344.3
	"McHenry County, ND"	"38049"	292	22951	1272.3
	"McIntosh County, ND"	"38051"	210	9962	2108.0
	"McKenzie County, ND"	"38053"	333	59140	563.1
	"McLean County, ND"	"38055"	480	37823	1269.1
	"Mercer County, ND"	"38057"	311	32802	948.1
	"Morton County, ND"	"38059"	1375	125465	1095.9
	"Mountrail County, ND"	"38061"	414	41767	991.2
	"Nelson County, ND"	"38063"	211	11326	1863.0
	"Oliver County, ND"	"38065"	55	7763	708.5
	"Pembina County, ND"	"38067"	345	27064	1274.8
	"Pierce County, ND"	"38069"	223	15912	1401.5
	"Ramsey County, ND"	"38071"	570	45776	1245.2
	"Ransom County, ND"	"38073"	318	20801	1528.8
	"Renville County, ND"	"38075"	127	9267	1370.5
	"Richland County, ND"	"38077"	570	64728	880.6
	"Rolette County, ND"	"38079"	619	56807	1089.7
	"Sargent County, ND"	"38081"	162	15594	1038.9
	"Sheridan County, ND"	"38083"	50	5214	959.0
	"Sioux County, ND"	"38085"	194	16934	1145.6
